1,7290,Note_off_c,3,81,50
1,7290,Note_on_c,2,57,51
1,7290,Note_on_c,3,69,47
1,7290,Note_on_c,3,81,47
1,7320,Note_off_c,2,45,56
1,7320,Note_off_c,2,57,51
1,7320,Note_off_c,3,69,47
1,7320,Note_off_c,3,81,47
1,7320,Note_on_c,2,57,46
1,7320,Note_on_c,2,57,46
1,7320,Note_on_c,3,69,51
1,7320,Note_on_c,3,81,51
1,7320,Text_t,171.429,NA,NA
1,7320,Text_t,23498,NA,NA
1,7320,Tempo,349999,NA,NA
1,7440,Note_off_c,2,57,46
1,7440,Note_off_c,3,69,51
1,7440,Note_off_c,3,81,51
1,7440,Note_on_c,2,62,51
1,7440,Note_on_c,2,65,51
1,7440,Note_on_c,3,74,47
1,7440,Note_on_c,3,77,47
1,7440,Text_t,166.667,NA,NA
1,7440,Text_t,23848,NA,NA
1,7440,Tempo,359999,NA,NA
1,7560,Note_off_c,2,57,46
1,7560,Note_off_c,2,62,51
1,7560,Note_off_c,2,65,51
1,7560,Note_off_c,3,74,47
1,7560,Note_off_c,3,77,47
1,7560,Note_on_c,2,61,53
1,7560,Note_on_c,2,64,53
1,7560,Note_on_c,3,73,49
1,7560,Note_on_c,3,76,49
1,7560,Text_t,138.249,NA,NA
1,7560,Text_t,24208,NA,NA
1,7560,Tempo,434000,NA,NA
1,7650,Note_off_c,2,61,53
1,7650,Note_off_c,2,64,53
1,7650,Note_off_c,3,73,49
1,7650,Note_off_c,3,76,49
1,7650,Note_on_c,2,59,45
1,7650,Note_on_c,2,62,45
1,7650,Note_on_c,3,71,41
1,7650,Note_on_c,3,74,41
1,7680,Note_off_c,2,59,45
1,7680,Note_off_c,2,62,45
1,7680,Note_off_c,3,71,41
1,7680,Note_off_c,3,74,41
1,7680,Note_on_c,2,61,51
1,7680,Note_on_c,2,64,51
1,7680,Note_on_c,3,73,49
1,7680,Note_on_c,3,76,49
1,7680,Text_t,159.574,NA,NA
1,7680,Text_t,24642,NA,NA
1,7680,Tempo,376001,NA,NA
1,7800,Note_off_c,2,61,51
1,7800,Note_off_c,2,64,51
1,7800,Note_off_c,3,73,49
1,7800,Note_off_c,3,76,49
1,7800,Note_on_c,2,52,46
1,7800,Note_on_c,2,61,46
1,7800,Note_on_c,3,69,44
1,7800,Note_on_c,3,73,44
1,7800,Text_t,153.846,NA,NA
1,7800,Text_t,25018,NA,NA
1,7800,Tempo,390000,NA,NA
1,7920,Note_off_c,2,52,46
1,7920,Note_off_c,2,61,46
1,7920,Note_off_c,3,69,44
1,7920,Note_off_c,3,73,44
1,7920,Note_on_c,2,57,57
1,7920,Note_on_c,2,45,57
1,7920,Note_on_c,3,69,48
1,7920,Note_on_c,3,81,48
1,7920,Text_t,136.364,NA,NA
1,7920,Text_t,25408,NA,NA
1,7920,Tempo,439999,NA,NA
1,8010,Note_off_c,2,57,57
1,8010,Note_off_c,3,69,48
1,8010,Note_off_c,3,81,48
1,8010,Note_on_c,2,57,48
1,8010,Note_on_c,3,69,41
1,8010,Note_on_c,3,81,41
1,8040,Note_off_c,2,45,57
1,8040,Note_off_c,2,57,48
1,8040,Note_off_c,3,69,41
1,8040,Note_off_c,3,81,41
1,8040,Note_on_c,2,57,50
1,8040,Note_on_c,2,57,50
1,8040,Note_on_c,3,69,48
1,8040,Note_on_c,3,81,48
1,8040,Text_t,25848,NA,NA
1,8160,Note_off_c,2,57,50
1,8160,Note_off_c,3,69,48
1,8160,Note_off_c,3,81,48
1,8160,Note_on_c,2,62,42
1,8160,Note_on_c,2,65,42
1,8160,Note_on_c,3,74,41
1,8160,Note_on_c,3,77,41
1,8160,Text_t,26288,NA,NA
1,8280,Note_off_c,2,57,50
1,8280,Note_off_c,2,62,42
1,8280,Note_off_c,2,65,42
1,8280,Note_off_c,3,74,41
1,8280,Note_off_c,3,77,41
1,8280,Note_on_c,2,61,55
1,8280,Note_on_c,2,64,55
1,8280,Note_on_c,3,73,57
1,8280,Note_on_c,3,76,57
1,8280,Text_t,82.1918,NA,NA
1,8280,Text_t,26728,NA,NA
1,8280,Text_t,<,NA,NA
1,8280,Tempo,730000,NA,NA
1,8370,Note_off_c,2,61,55
1,8370,Note_off_c,2,64,55
1,8370,Note_off_c,3,73,57
1,8370,Note_off_c,3,76,57
1,8370,Note_on_c,2,57,45
1,8370,Note_on_c,2,61,45
1,8370,Note_on_c,3,69,51
1,8370,Note_on_c,3,73,51
1,8400,Note_off_c,2,57,45
1,8400,Note_off_c,2,61,45
1,8400,Note_off_c,3,69,51
1,8400,Note_off_c,3,73,51
1,8400,Note_on_c,2,45,44
1,8400,Note_on_c,2,57,44
1,8400,Note_on_c,3,61,44
1,8400,Note_on_c,3,69,44
1,8400,Text_t,69.7674,NA,NA
1,8400,Text_t,27458,NA,NA
1,8400,Tempo,860001,NA,NA
1,8520,Text_t,28318,NA,NA
1,8640,Note_off_c,2,45,44
1,8640,Note_off_c,2,57,44
1,8640,Note_off_c,3,61,44
1,8640,Note_off_c,3,69,44
1,8640,Note_on_c,2,48,53
1,8640,Note_on_c,2,55,53
1,8640,Note_on_c,2,60,53
1,8640,Note_on_c,3,72,57
1,8640,Note_on_c,3,64,57
1,8640,Note_on_c,3,70,57
1,8640,Text_t,150,NA,NA
1,8640,Text_t,29178,NA,NA
1,8640,Tempo,400000,NA,NA
1,8730,Note_off_c,3,72,57
1,8730,Note_on_c,3,72,49
1,8760,Note_off_c,2,48,53
1,8760,Note_off_c,2,55,53
1,8760,Note_off_c,2,60,53
1,8760,Note_off_c,3,64,57
1,8760,Note_off_c,3,70,57
1,8760,Note_off_c,3,72,49
1,8760,Note_on_c,2,53,43
1,8760,Note_on_c,2,60,43
1,8760,Note_on_c,3,69,52
1,8760,Note_on_c,3,72,52
1,8760,Text_t,29578,NA,NA
1,8880,Note_off_c,2,53,43
1,8880,Note_off_c,2,60,43
1,8880,Note_off_c,3,69,52
1,8880,Note_off_c,3,72,52
1,8880,Note_on_c,2,53,42
1,8880,Note_on_c,2,60,42
1,8880,Note_on_c,3,69,44
1,8880,Note_on_c,3,77,44
1,8880,Text_t,171.429,NA,NA
1,8880,Text_t,29978,NA,NA
1,8880,Tempo,349999,NA,NA
1,9000,Note_off_c,2,53,42
1,9000,Note_off_c,2,60,42
1,9000,Note_off_c,3,69,44
1,9000,Note_off_c,3,77,44
1,9000,Note_on_c,2,55,54
1,9000,Note_on_c,2,60,54
1,9000,Note_on_c,2,48,54
1,9000,Note_on_c,3,67,59
1,9000,Note_on_c,3,76,59
1,9000,Text_t,142.857,NA,NA
1,9000,Text_t,30328,NA,NA
1,9000,Tempo,420000,NA,NA
1,9090,Note_off_c,2,55,54
1,9090,Note_off_c,2,60,54
1,9090,Note_off_c,3,67,59
1,9090,Note_off_c,3,76,59
1,9090,Note_on_c,2,59,45
1,9090,Note_on_c,3,65,47
1,9090,Note_on_c,3,74,47
1,9120,Note_off_c,2,59,45
1,9120,Note_off_c,3,65,47
1,9120,Note_off_c,3,74,47
1,9120,Note_on_c,2,60,45
1,9120,Note_on_c,3,64,46
1,9120,Note_on_c,3,72,46
1,9120,Text_t,173.913,NA,NA
1,9120,Text_t,30748,NA,NA
1,9120,Tempo,345000,NA,NA
1,9240,Text_t,31093,NA,NA
1,9360,Note_off_c,2,48,54
1,9360,Note_off_c,2,60,45
1,9360,Note_off_c,3,64,46
1,9360,Note_off_c,3,72,46
1,9360,Note_on_c,2,50,52
1,9360,Note_on_c,2,57,52
1,9360,Note_on_c,3,65,50
1,9360,Note_on_c,3,69,50
1,9360,Text_t,153.846,NA,NA
1,9360,Text_t,31438,NA,NA
1,9360,Tempo,390000,NA,NA
1,9450,Note_off_c,2,50,52
1,9450,Note_off_c,2,57,52
1,9450,Note_off_c,3,65,50
1,9450,Note_off_c,3,69,50
1,9450,Note_on_c,2,50,46
1,9450,Note_on_c,2,57,46
1,9450,Note_on_c,3,65,47
1,9450,Note_on_c,3,69,47
1,9480,Note_off_c,2,50,46
1,9480,Note_off_c,2,57,46
1,9480,Note_off_c,3,65,47
1,9480,Note_off_c,3,69,47
1,9480,Note_on_c,2,50,54
1,9480,Note_on_c,2,57,54
1,9480,Note_on_c,3,65,47
1,9480,Note_on_c,3,69,47
1,9480,Text_t,166.667,NA,NA
1,9480,Text_t,31828,NA,NA
1,9480,Tempo,359999,NA,NA
1,9600,Note_off_c,2,50,54
1,9600,Note_off_c,2,57,54
1,9600,Note_off_c,3,65,47
1,9600,Note_off_c,3,69,47
1,9600,Note_on_c,2,50,49
1,9600,Note_on_c,2,57,49
1,9600,Note_on_c,3,65,52
1,9600,Note_on_c,3,74,52
1,9600,Text_t,32188,NA,NA
1,9720,Note_off_c,2,50,49
1,9720,Note_off_c,2,57,49
1,9720,Note_off_c,3,65,52
1,9720,Note_off_c,3,74,52
1,9720,Note_on_c,2,52,55
1,9720,Note_on_c,2,45,55
1,9720,Note_on_c,3,64,60
1,9720,Note_on_c,3,72,60
1,9720,Text_t,146.341,NA,NA
1,9720,Text_t,32548,NA,NA
1,9720,Tempo,410001,NA,NA
1,9810,Note_off_c,2,52,55
1,9810,Note_off_c,3,64,60
1,9810,Note_off_c,3,72,60
1,9810,Note_on_c,2,56,48
1,9810,Note_on_c,3,62,45
1,9810,Note_on_c,3,70,45
1,9840,Note_off_c,2,56,48
1,9840,Note_off_c,3,62,45
1,9840,Note_off_c,3,70,45
1,9840,Note_on_c,2,57,51
1,9840,Note_on_c,3,60,45
1,9840,Note_on_c,3,69,45
1,9840,Text_t,182.927,NA,NA
1,9840,Text_t,32958,NA,NA
1,9840,Tempo,328000,NA,NA
1,9960,Text_t,178.571,NA,NA
1,9960,Text_t,33286,NA,NA
1,9960,Tempo,336001,NA,NA
1,10080,Note_off_c,2,45,55
1,10080,Note_off_c,2,57,51
1,10080,Note_off_c,3,60,45
1,10080,Note_off_c,3,69,45
1,10080,Note_on_c,2,46,51
1,10080,Note_on_c,2,53,51
1,10080,Note_on_c,3,62,54
1,10080,Note_on_c,3,65,54
1,10080,Text_t,151.515,NA,NA
1,10080,Text_t,33622,NA,NA
1,10080,Tempo,396000,NA,NA
1,10170,Note_off_c,2,46,51
1,10170,Note_off_c,2,53,51
1,10170,Note_off_c,3,62,54
1,10170,Note_off_c,3,65,54
1,10170,Note_on_c,2,46,50
1,10170,Note_on_c,2,53,50
1,10170,Note_on_c,3,62,48
1,10170,Note_on_c,3,65,48
1,10200,Note_off_c,2,46,50
1,10200,Note_off_c,2,53,50
1,10200,Note_off_c,3,62,48
1,10200,Note_off_c,3,65,48
1,10200,Note_on_c,2,46,45
1,10200,Note_on_c,2,53,45
1,10200,Note_on_c,3,62,52
1,10200,Note_on_c,3,65,52
1,10200,Text_t,171.429,NA,NA
1,10200,Text_t,34018,NA,NA
1,10200,Tempo,349999,NA,NA
1,10320,Note_off_c,2,46,45
1,10320,Note_off_c,2,53,45
1,10320,Note_off_c,3,62,52
1,10320,Note_off_c,3,65,52
1,10320,Note_on_c,2,46,54
1,10320,Note_on_c,2,53,54
1,10320,Note_on_c,3,62,53
1,10320,Note_on_c,3,70,53
1,10320,Text_t,176.471,NA,NA
1,10320,Text_t,34368,NA,NA
1,10320,Tempo,339999,NA,NA
1,10440,Note_off_c,2,46,54
1,10440,Note_off_c,2,53,54
1,10440,Note_off_c,3,62,53
1,10440,Note_off_c,3,70,53
1,10440,Note_on_c,2,41,57
1,10440,Note_on_c,2,53,57
1,10440,Note_on_c,3,60,58
1,10440,Note_on_c,3,69,58
1,10440,Text_t,162.162,NA,NA
1,10440,Text_t,34708,NA,NA
1,10440,Tempo,370000,NA,NA
1,10530,Note_off_c,2,41,57
1,10530,Note_off_c,2,53,57
1,10530,Note_off_c,3,60,58
1,10530,Note_off_c,3,69,58
1,10530,Note_on_c,2,41,53
1,10530,Note_on_c,2,53,53
1,10530,Note_on_c,3,58,49
1,10530,Note_on_c,3,67,49
1,10560,Note_off_c,2,41,53
1,10560,Note_off_c,2,53,53
1,10560,Note_off_c,3,58,49
1,10560,Note_off_c,3,67,49
1,10560,Note_on_c,2,41,54
1,10560,Note_on_c,2,53,54
1,10560,Note_on_c,3,57,48
1,10560,Note_on_c,3,65,48
1,10560,Text_t,35078,NA,NA
1,10680,Note_off_c,2,41,54
1,10680,Note_off_c,2,53,54
1,10680,Note_off_c,3,57,48
1,10680,Note_off_c,3,65,48
1,10680,Note_on_c,2,46,47
1,10680,Note_on_c,2,53,47
1,10680,Note_on_c,3,62,48
1,10680,Note_on_c,3,70,48
1,10680,Text_t,176.471,NA,NA
1,10680,Text_t,35448,NA,NA
1,10680,Tempo,339999,NA,NA
1,10800,Note_off_c,2,46,47
1,10800,Note_off_c,2,53,47
1,10800,Note_off_c,3,62,48
1,10800,Note_off_c,3,70,48
1,10800,Note_on_c,2,53,56
1,10800,Note_on_c,2,41,56
1,10800,Note_on_c,3,60,58
1,10800,Note_on_c,3,69,58
1,10800,Text_t,153.846,NA,NA
1,10800,Text_t,35788,NA,NA
1,10800,Tempo,390000,NA,NA
1,10890,Note_off_c,2,53,56
1,10890,Note_off_c,3,60,58
1,10890,Note_off_c,3,69,58
1,10890,Note_on_c,2,53,53
1,10890,Note_on_c,3,58,48
1,10890,Note_on_c,3,67,48
1,10920,Note_off_c,2,53,53
1,10920,Note_off_c,3,58,48
1,10920,Note_off_c,3,67,48
1,10920,Note_on_c,2,53,52
1,10920,Note_on_c,3,57,51
1,10920,Note_on_c,3,65,51
1,10920,Text_t,162.602,NA,NA
1,10920,Text_t,36178,NA,NA
1,10920,Tempo,368999,NA,NA
1,11040,Note_off_c,2,41,56
1,11040,Note_off_c,2,53,52
1,11040,Note_off_c,3,57,51
1,11040,Note_off_c,3,65,51
1,11040,Note_on_c,2,55,73
1,11040,Note_on_c,2,46,56
1,11040,Note_on_c,3,62,72
1,11040,Note_on_c,3,67,94
1,11040,Text_t,124.74,NA,NA
1,11040,Text_t,36547,NA,NA
1,11040,Tempo,481000,NA,NA
1,11160,Note_off_c,2,55,73
1,11160,Note_off_c,2,46,56
1,11160,Note_off_c,3,62,72
1,11160,Note_off_c,3,67,94
1,11160,Note_on_c,2,48,57
1,11160,Note_on_c,3,55,53
1,11160,Note_on_c,3,62,53
1,11160,Text_t,90.9091,NA,NA
1,11160,Text_t,37028,NA,NA
1,11160,Tempo,660000,NA,NA
1,11220,Note_off_c,3,55,53
1,11220,Note_off_c,3,62,53
1,11220,Note_on_c,3,60,51
1,11220,Note_on_c,3,64,51
1,11280,Note_off_c,2,48,57
1,11280,Note_off_c,3,60,51
1,11280,Note_off_c,3,64,51
1,11280,Note_on_c,2,41,55
1,11280,Note_on_c,2,53,55
1,11280,Note_on_c,3,57,50
1,11280,Note_on_c,3,65,50
1,11280,Text_t,71.0059,NA,NA
1,11280,Text_t,37688,NA,NA
1,11280,Tempo,845000,NA,NA
1,11400,Text_t,38533,NA,NA
1,11520,Note_off_c,2,41,55
1,11520,Note_off_c,2,53,55
1,11520,Note_off_c,3,57,50
1,11520,Note_off_c,3,65,50
1,11520,Note_on_c,2,58,61
1,11520,Note_on_c,2,65,61
1,11520,Text_t,200,NA,NA
1,11520,Text_t,39378,NA,NA
1,11520,Tempo,300000,NA,NA
1,11640,Note_off_c,2,58,61
1,11640,Note_off_c,2,65,61
1,11640,Note_on_c,2,58,50
1,11640,Note_on_c,2,65,50
1,11640,Text_t,187.5,NA,NA
1,11640,Text_t,39678,NA,NA
1,11640,Tempo,320000,NA,NA
1,11760,Note_off_c,2,58,50
1,11760,Note_off_c,2,65,50
1,11760,Note_on_c,2,58,56
1,11760,Note_on_c,2,65,56
1,11760,Text_t,214.286,NA,NA
1,11760,Text_t,39998,NA,NA
1,11760,Tempo,280000,NA,NA
1,11880,Note_off_c,2,58,56
1,11880,Note_off_c,2,65,56
1,11880,Note_on_c,2,58,62
1,11880,Note_on_c,2,65,62
1,11880,Text_t,206.897,NA,NA
1,11880,Text_t,40278,NA,NA
1,11880,Tempo,289999,NA,NA
1,12000,Note_off_c,2,58,62
1,12000,Note_off_c,2,65,62
1,12000,Note_on_c,2,58,59
1,12000,Note_on_c,2,65,59
1,12000,Text_t,214.286,NA,NA
1,12000,Text_t,40568,NA,NA
1,12000,Tempo,280000,NA,NA
1,12120,Note_off_c,2,58,59
1,12120,Note_off_c,2,65,59
1,12120,Note_on_c,2,58,53
1,12120,Note_on_c,2,65,53
1,12120,Text_t,206.897,NA,NA
1,12120,Text_t,40848,NA,NA
1,12120,Tempo,289999,NA,NA
1,12240,Note_off_c,2,58,53
1,12240,Note_off_c,2,65,53
1,12240,Note_on_c,2,58,55
1,12240,Note_on_c,2,65,55
1,12240,Text_t,230.769,NA,NA
1,12240,Text_t,41138,NA,NA
1,12240,Tempo,260000,NA,NA
1,12360,Note_off_c,2,58,55
1,12360,Note_off_c,2,65,55
1,12360,Note_on_c,2,58,51
1,12360,Note_on_c,2,65,51
1,12360,Text_t,187.5,NA,NA
1,12360,Text_t,41398,NA,NA
1,12360,Tempo,320000,NA,NA
1,12480,Note_off_c,2,58,51
1,12480,Note_off_c,2,65,51
1,12480,Note_on_c,2,58,54
1,12480,Note_on_c,2,65,54
1,12480,Text_t,240,NA,NA
1,12480,Text_t,41718,NA,NA
1,12480,Tempo,250000,NA,NA
1,12600,Note_off_c,2,58,54
1,12600,Note_off_c,2,65,54
1,12600,Note_on_c,2,58,63
1,12600,Note_on_c,2,65,63
1,12600,Text_t,193.548,NA,NA
1,12600,Text_t,41968,NA,NA
1,12600,Tempo,310001,NA,NA
1,12720,Note_off_c,2,58,63
1,12720,Note_off_c,2,65,63
1,12720,Note_on_c,2,58,50
1,12720,Note_on_c,2,65,50
1,12720,Text_t,230.769,NA,NA
1,12720,Text_t,42278,NA,NA
1,12720,Tempo,260000,NA,NA
1,12840,Note_off_c,2,58,50
1,12840,Note_off_c,2,65,50
1,12840,Note_on_c,2,58,69
1,12840,Note_on_c,2,65,90
1,12840,Text_t,42538,NA,NA
1,12960,Note_off_c,2,58,69
1,12960,Note_off_c,2,65,90
1,12960,Note_on_c,2,58,54
1,12960,Note_on_c,2,65,54
1,12960,Note_on_c,3,89,55
1,12960,Text_t,214.286,NA,NA
1,12960,Text_t,42798,NA,NA
1,12960,Text_t,p,NA,NA
1,12960,Tempo,280000,NA,NA
1,13080,Note_off_c,2,58,54
1,13080,Note_off_c,2,65,54
1,13080,Note_on_c,2,58,50
1,13080,Note_on_c,2,65,50
1,13080,Text_t,250,NA,NA
1,13080,Text_t,43078,NA,NA
1,13080,Tempo,240000,NA,NA
1,13140,Note_off_c,3,89,55
1,13140,Note_on_c,3,88,43
1,13200,Note_off_c,2,58,50
1,13200,Note_off_c,2,65,50
1,13200,Note_off_c,3,88,43
1,13200,Note_on_c,2,58,48
1,13200,Note_on_c,2,65,48
1,13200,Note_on_c,3,89,48
1,13200,Text_t,43318,NA,NA
1,13260,Note_off_c,3,89,48
1,13260,Note_on_c,3,86,45
1,13320,Note_off_c,2,58,48
1,13320,Note_off_c,2,65,48
1,13320,Note_off_c,3,86,45
1,13320,Note_on_c,2,58,52
1,13320,Note_on_c,2,65,52
1,13320,Note_on_c,3,82,49
1,13320,Text_t,240,NA,NA
1,13320,Text_t,43558,NA,NA
1,13320,Tempo,250000,NA,NA
1,13380,Note_off_c,3,82,49
1,13380,Note_on_c,3,86,50
1,13440,Note_off_c,2,58,52
1,13440,Note_off_c,2,65,52
1,13440,Note_off_c,3,86,50
1,13440,Note_on_c,2,58,41
1,13440,Note_on_c,2,65,41
1,13440,Note_on_c,3,84,41
1,13440,Text_t,230.769,NA,NA
1,13440,Text_t,43808,NA,NA
1,13440,Tempo,260000,NA,NA
1,13500,Note_off_c,3,84,41
1,13500,Note_on_c,3,88,43
1,13560,Note_off_c,2,58,41
1,13560,Note_off_c,2,65,41
1,13560,Note_off_c,3,88,43
1,13560,Note_on_c,2,58,46
1,13560,Note_on_c,2,65,46
1,13560,Note_on_c,3,89,45
1,13560,Text_t,44068,NA,NA
1,13680,Note_off_c,2,58,46
1,13680,Note_off_c,2,65,46
1,13680,Note_off_c,3,89,45
1,13680,Note_on_c,2,58,54
1,13680,Note_on_c,2,65,54
1,13680,Note_on_c,3,82,54
1,13680,Text_t,44328,NA,NA
1,13740,Note_off_c,3,82,54
1,13740,Note_on_c,3,86,50
1,13800,Note_off_c,2,58,54
1,13800,Note_off_c,2,65,54
1,13800,Note_off_c,3,86,50
1,13800,Note_on_c,2,58,45
1,13800,Note_on_c,2,65,45
1,13800,Note_on_c,3,84,46
1,13800,Text_t,222.222,NA,NA
1,13800,Text_t,44588,NA,NA
1,13800,Tempo,270000,NA,NA
1,13860,Note_off_c,3,84,46
1,13860,Note_on_c,3,88,49
1,13920,Note_off_c,2,58,45
1,13920,Note_off_c,2,65,45
1,13920,Note_off_c,3,88,49
1,13920,Note_on_c,2,58,45
1,13920,Note_on_c,2,65,45
1,13920,Note_on_c,3,89,51
1,13920,Text_t,240,NA,NA
1,13920,Text_t,44858,NA,NA
1,13920,Tempo,250000,NA,NA
1,13980,Note_off_c,3,89,51
1,13980,Note_on_c,3,86,48
1,14040,Note_off_c,2,58,45
1,14040,Note_off_c,2,65,45
1,14040,Note_off_c,3,86,48
1,14040,Note_on_c,2,58,54
1,14040,Note_on_c,2,65,54
1,14040,Note_on_c,3,82,55
1,14040,Text_t,259.74,NA,NA
1,14040,Text_t,45108,NA,NA
1,14040,Tempo,231000,NA,NA
1,14100,Note_off_c,3,82,55
1,14100,Note_on_c,3,86,43
1,14160,Note_off_c,2,58,54
1,14160,Note_off_c,2,65,54
1,14160,Note_off_c,3,86,43
1,14160,Note_on_c,2,58,45
1,14160,Note_on_c,2,65,45
1,14160,Note_on_c,3,84,42
1,14160,Text_t,240.964,NA,NA
1,14160,Text_t,45339,NA,NA
1,14160,Tempo,249000,NA,NA
1,14220,Note_off_c,3,84,42
1,14220,Note_on_c,3,81,50
1,14280,Note_off_c,2,58,45
1,14280,Note_off_c,2,65,45
1,14280,Note_off_c,3,81,50
1,14280,Note_on_c,2,58,45
1,14280,Note_on_c,2,65,45
1,14280,Note_on_c,3,77,62
1,14280,Text_t,206.897,NA,NA
1,14280,Text_t,45588,NA,NA
1,14280,Tempo,289999,NA,NA
1,14400,Note_off_c,2,58,45
1,14400,Note_off_c,2,65,45
1,14400,Note_off_c,3,77,62
1,14400,Note_on_c,2,58,47
1,14400,Note_on_c,2,65,47
1,14400,Note_on_c,3,89,48
1,14400,Text_t,230.769,NA,NA
1,14400,Text_t,45878,NA,NA
1,14400,Tempo,260000,NA,NA
1,14520,Note_off_c,2,58,47
1,14520,Note_off_c,2,65,47
1,14520,Note_on_c,2,58,47
1,14520,Note_on_c,2,65,47
1,14520,Text_t,259.74,NA,NA
1,14520,Text_t,46138,NA,NA
1,14520,Tempo,231000,NA,NA
1,14580,Note_off_c,3,89,48
1,14580,Note_on_c,3,88,47
1,14640,Note_off_c,2,58,47
1,14640,Note_off_c,2,65,47
1,14640,Note_off_c,3,88,47
1,14640,Note_on_c,2,58,43
1,14640,Note_on_c,2,65,43
1,14640,Note_on_c,3,89,50
1,14640,Text_t,237.154,NA,NA
1,14640,Text_t,46369,NA,NA
1,14640,Tempo,253000,NA,NA
1,14700,Note_off_c,3,89,50
1,14700,Note_on_c,3,86,47
1,14760,Note_off_c,2,58,43
1,14760,Note_off_c,2,65,43
1,14760,Note_off_c,3,86,47
1,14760,Note_on_c,2,58,56
1,14760,Note_on_c,2,65,56
1,14760,Note_on_c,3,82,48
1,14760,Text_t,264.317,NA,NA
1,14760,Text_t,46622,NA,NA
1,14760,Tempo,227000,NA,NA
1,14820,Note_off_c,3,82,48
1,14820,Note_on_c,3,86,46
1,14880,Note_off_c,2,58,56
1,14880,Note_off_c,2,65,56
1,14880,Note_off_c,3,86,46
1,14880,Note_on_c,2,58,51
1,14880,Note_on_c,2,65,51
1,14880,Note_on_c,3,84,41
1,14880,Text_t,224.719,NA,NA
1,14880,Text_t,46849,NA,NA
1,14880,Tempo,267000,NA,NA
1,14940,Note_off_c,3,84,41
1,14940,Note_on_c,3,88,44
1,15000,Note_off_c,2,58,51
1,15000,Note_off_c,2,65,51
1,15000,Note_off_c,3,88,44
1,15000,Note_on_c,2,58,55
1,15000,Note_on_c,2,65,72
1,15000,Note_on_c,3,89,46
1,15000,Text_t,217.391,NA,NA
1,15000,Text_t,47116,NA,NA
1,15000,Tempo,276000,NA,NA
1,15120,Note_off_c,2,58,55
1,15120,Note_off_c,2,65,72
1,15120,Note_off_c,3,89,46
1,15120,Note_on_c,2,58,57
1,15120,Note_on_c,2,65,57
1,15120,Note_on_c,3,82,55
1,15120,Text_t,223.048,NA,NA
1,15120,Text_t,47392,NA,NA
1,15120,Tempo,269000,NA,NA
1,15180,Note_off_c,3,82,55
1,15180,Note_on_c,3,86,47
1,15240,Note_off_c,2,58,57
1,15240,Note_off_c,2,65,57
1,15240,Note_off_c,3,86,47
1,15240,Note_on_c,2,58,45
1,15240,Note_on_c,2,65,45
1,15240,Note_on_c,3,84,49
1,15240,Text_t,209.059,NA,NA
1,15240,Text_t,47661,NA,NA
1,15240,Tempo,287000,NA,NA
1,15300,Note_off_c,3,84,49
1,15300,Note_on_c,3,88,46
1,15360,Note_off_c,2,58,45
1,15360,Note_off_c,2,65,45
1,15360,Note_off_c,3,88,46
1,15360,Note_on_c,2,58,42
1,15360,Note_on_c,2,65,42
1,15360,Note_on_c,3,89,51
1,15360,Text_t,214.286,NA,NA
1,15360,Text_t,47948,NA,NA
1,15360,Tempo,280000,NA,NA
1,15420,Note_off_c,3,89,51
1,15420,Note_on_c,3,86,49
1,15480,Note_off_c,2,58,42
1,15480,Note_off_c,2,65,42
1,15480,Note_off_c,3,86,49
1,15480,Note_on_c,2,58,55
1,15480,Note_on_c,2,65,55
1,15480,Note_on_c,3,82,48
1,15480,Text_t,193.548,NA,NA
1,15480,Text_t,48228,NA,NA
1,15480,Tempo,310001,NA,NA
1,15540,Note_off_c,3,82,48
1,15540,Note_on_c,3,86,41
1,15600,Note_off_c,2,58,55
1,15600,Note_off_c,2,65,55
1,15600,Note_off_c,3,86,41
1,15600,Note_on_c,2,60,43
1,15600,Note_on_c,2,64,43
1,15600,Note_on_c,2,70,43
1,15600,Note_on_c,3,84,45
1,15600,Text_t,176.471,NA,NA
1,15600,Text_t,48538,NA,NA
1,15600,Tempo,339999,NA,NA
1,15660,Note_off_c,3,84,45
1,15660,Note_on_c,3,82,42
1,15720,Note_off_c,2,60,43
1,15720,Note_off_c,2,64,43
1,15720,Note_off_c,2,70,43
1,15720,Note_off_c,3,82,42
1,15720,Note_on_c,2,60,44
1,15720,Note_on_c,2,64,44
1,15720,Note_on_c,2,70,44
1,15720,Note_on_c,3,79,42
1,15720,Text_t,48878,NA,NA
1,15840,Note_off_c,2,60,44
1,15840,Note_off_c,2,64,44
1,15840,Note_off_c,2,70,44
1,15840,Note_off_c,3,79,42
1,15840,Note_on_c,2,65,86
1,15840,Note_on_c,2,69,86
1,15840,Note_on_c,3,77,87
1,15840,Text_t,142.857,NA,NA
1,15840,Text_t,49218,NA,NA
1,15840,Text_t,f,NA,NA
1,15840,Tempo,420000,NA,NA
1,15930,Note_off_c,2,65,86
1,15930,Note_off_c,2,69,86
1,15930,Note_off_c,3,77,87
1,15930,Note_on_c,2,53,89
1,15930,Note_on_c,2,60,89
1,15930,Note_on_c,2,65,89
1,15930,Note_on_c,3,69,88
1,15930,Note_on_c,3,72,88
1,15960,Note_off_c,2,53,89
1,15960,Note_off_c,2,60,89
1,15960,Note_off_c,2,65,89
1,15960,Note_off_c,3,69,88
1,15960,Note_off_c,3,72,88
1,15960,Note_on_c,2,53,81
1,15960,Note_on_c,2,60,81
1,15960,Note_on_c,2,65,81
