###performance-id:      pid9060b-17
###title:               Mazurka in F major, Op. 68, No. 3
###trials:               1
###date:                2006/10/04/
###reverse-conductor:   Craig Stuart Sapp
###performer:           Alexander Brailowsky
###performance-date:    1960
###label:               Sony SB2K 63237
###label-title:         Chopin Mazurkas (Complete) & Polonaises: Alexander Brailowsky
###offset:		0
###COM: Chopin, Frederic
###CDT: 1810///-1849///
###OTL: Mazurka in F Major, Op. 68, No. 3
###OPS: Op. 68
###ONM: No. 3
###OMD: Allegro ma non troppo
###ODT: ~1830///
###PDT: 1855///
###PPP: Berlin
###AIN: piano
###PARAM_k:		20
###PARAM_window:	Han
###PARAM_freqcor:	0.00000
###PARAM_lpforder:	300
###PARAM_lpfcutoff:	0.00100
###PARAM_processdate:	2008/03/08/
0.468	36.933	1:1
0.853	33.592	1:1.75
0.981	34.365	1:2
1.764	35.470	1:3
2.247	25.945	2:1
2.615	23.913	2:1.75
2.738	35.358	2:2
3.822	31.727	3:1
4.307	29.852	3:1.75
4.469	30.709	3:2
5.160	31.337	3:3
5.687	32.748	4:1
6.073	23.563	4:1.75
6.201	31.696	4:2
7.273	26.585	5:1
7.677	26.948	5:1.75
7.811	25.506	5:2
8.548	28.730	5:3
9.068	35.408	6:1
9.327	30.499	6:1.75
9.413	26.725	6:2
10.202	27.843	6:3
10.721	30.770	7:1
11.090	27.899	7:1.75
11.214	26.777	7:2
11.803	25.635	7:3
12.076	20.769	7:3.5
12.349	28.884	8:1
12.923	24.991	8:1.75
13.115	27.475	8:2
14.930	19.030	9:1
15.456	17.464	9:1.75
15.631	21.290	9:2
16.444	18.724	9:3
17.004	12.134	10:1
17.448	14.904	10:1.75
17.597	25.241	10:2
18.681	24.271	11:1
19.102	24.788	11:1.75
19.243	27.384	11:2
20.017	25.351	11:3
20.569	27.764	12:1
20.955	21.237	12:1.75
21.084	29.530	12:2
22.172	18.542	13:1
22.590	19.431	13:1.75
22.729	21.529	13:2
23.459	24.180	13:3
24.043	30.232	14:1
24.411	22.741	14:1.75
24.534	21.941	14:2
25.150	23.096	14:3
25.739	26.570	15:1
26.105	20.169	15:1.75
26.227	18.979	15:2
26.932	18.088	15:3
27.722	15.884	16:1
28.131	18.697	16:1.5
28.540	18.617	16:2
29.734	33.957	17:1
30.275	31.546	17:1.75
30.456	35.645	17:2
31.015	31.730	17:3
31.410	29.039	18:1
31.960	27.821	18:1.75
32.143	33.687	18:2
32.733	31.066	18:3
33.208	36.348	19:1
33.602	30.591	19:1.75
33.733	32.350	19:2
34.645	31.473	19:3
35.125	30.175	20:1
35.674	30.732	20:1.75
35.858	33.674	20:2
37.575	21.209	21:1
38.073	19.779	21:1.75
38.239	21.815	21:2
38.995	20.652	21:3
39.428	22.107	22:1
39.920	22.787	22:1.75
40.085	25.576	22:2
40.861	19.994	22:3
41.383	26.345	23:1
41.894	27.125	23:1.75
42.065	29.802	23:2
42.885	25.264	23:3
43.404	21.794	24:1
44.077	30.420	24:1.75
44.301	38.011	24:2
46.153	34.102	25:1
46.530	26.058	25:1.75
46.656	31.359	25:2
47.382	29.735	25:3
47.926	13.086	26:1
48.313	18.542	26:1.75
48.442	22.942	26:2
49.509	27.514	27:1
49.836	26.512	27:1.75
49.945	25.782	27:2
50.827	25.116	27:3
51.354	27.208	28:1
51.761	17.209	28:1.75
51.896	25.015	28:2
53.035	16.914	29:1
53.462	19.452	29:1.75
53.604	22.059	29:2
54.325	23.838	29:3
54.926	30.772	30:1
55.322	23.965	30:1.75
55.455	22.435	30:2
56.164	25.590	30:3
56.744	27.777	31:1
57.120	21.675	31:1.75
57.245	20.385	31:2
57.996	19.315	31:3
58.804	17.236	32:1
59.198	21.149	32:1.5
59.591	22.844	32:2
61.274	18.234	33:1
61.544	12.855	33:2
61.829	15.280	33:3
62.209	13.225	34:1
62.451	14.976	34:2
62.635	14.571	34:3
62.906	15.183	35:1
63.290	21.809	35:2
63.526	21.699	35:3
63.885	22.378	36:1
64.083	21.915	36:2
64.360	17.532	36:3
64.708	31.904	37:1
64.987	15.018	37:2
65.150	14.617	37:2.5
65.312	20.720	37:3
65.444	3.458	37:3.5
65.576	28.260	38:1
65.720	10.092	38:1.5
65.865	20.563	38:2
65.983	13.228	38:2.5
66.102	23.044	38:3
66.429	27.880	39:1
66.522	6.747	39:1.5
66.615	21.030	39:2
66.785	12.426	39:2.5
66.956	18.977	39:3
67.096	3.565	39:3.5
67.236	26.370	40:1
67.337	7.163	40:1.5
67.439	19.741	40:2
67.602	8.805	40:2.5
67.764	21.701	40:3
68.087	29.442	41:1
68.307	15.779	41:2
68.464	13.400	41:2.5
