###performance-id:	pid9070b-31
###title:	        Mazurka in F major, Op. 68, No. 3
###trials:	        1
###date:	        2006/10/30/
###reverse-conductor:	Craig Stuart Sapp
###performer:	        Samson Francois
###performance-date:	1956
###label:	        EMI CZS 7 67413 2
###label-title:	        Chopin: 51 Mazurkas, Sonates 2 & 3
###offset:		0
###COM: Chopin, Frederic
###CDT: 1810///-1849///
###OTL: Mazurka in F Major, Op. 68, No. 3
###OPS: Op. 68
###ONM: No. 3
###OMD: Allegro ma non troppo
###ODT: ~1830///
###PDT: 1855///
###PPP: Berlin
###AIN: piano
###PARAM_k:		20
###PARAM_window:	Han
###PARAM_freqcor:	0.00000
###PARAM_lpforder:	300
###PARAM_lpfcutoff:	0.00100
###PARAM_processdate:	2008/03/08/
0.496	27.463	1:1
0.833	27.445	1:1.75
0.945	28.253	1:2
1.389	29.443	1:3
1.850	28.138	2:1
2.181	23.122	2:1.75
2.292	31.243	2:2
3.159	22.730	3:1
3.482	22.681	3:1.75
3.590	24.327	3:2
4.024	30.323	3:3
4.478	31.447	4:1
4.800	19.492	4:1.75
4.907	23.054	4:2
5.783	29.223	5:1
6.110	25.181	5:1.75
6.219	26.788	5:2
6.667	22.287	5:3
7.101	24.822	6:1
7.409	23.282	6:1.75
7.512	25.748	6:2
7.938	23.965	6:3
8.364	20.383	7:1
8.683	22.730	7:1.75
8.790	26.073	7:2
9.177	25.823	7:3
9.410	20.322	7:3.5
9.643	23.523	8:1
9.973	19.172	8:1.75
10.083	22.822	8:2
11.073	26.898	9:1
11.319	25.411	9:1.75
11.401	26.238	9:2
11.905	26.474	9:3
12.371	24.023	10:1
12.689	21.942	10:1.75
12.795	29.927	10:2
13.606	18.863	11:1
13.930	22.392	11:1.75
14.038	21.218	11:2
14.488	29.069	11:3
14.963	29.708	12:1
15.298	17.295	12:1.75
15.410	21.682	12:2
16.260	22.459	13:1
16.589	24.073	13:1.75
16.699	25.404	13:2
17.138	20.490	13:3
17.568	23.426	14:1
17.846	24.280	14:1.75
17.938	26.691	14:2
18.363	24.276	14:3
18.833	22.553	15:1
19.140	22.891	15:1.75
19.243	25.483	15:2
19.671	29.756	15:3
20.027	22.485	16:1
20.363	22.050	16:1.5
20.698	31.651	16:2
21.748	23.249	17:1
21.976	25.619	17:1.75
22.052	28.465	17:2
22.568	29.625	17:3
22.989	29.366	18:1
23.285	25.410	18:1.75
23.384	32.160	18:2
23.787	31.513	18:3
24.266	24.526	19:1
24.570	24.438	19:1.75
24.671	25.877	19:2
25.074	24.773	19:3
25.504	32.836	20:1
25.808	26.420	20:1.75
25.909	27.991	20:2
26.808	18.493	21:1
27.061	17.408	21:1.75
27.145	18.847	21:2
27.644	24.254	21:3
28.088	24.820	22:1
28.383	17.485	22:1.75
28.481	24.953	22:2
28.897	21.956	22:3
29.331	15.936	23:1
29.646	17.038	23:1.75
29.751	18.610	23:2
30.188	20.972	23:3
30.634	24.245	24:1
30.998	21.516	24:1.75
31.120	20.419	24:2
32.129	33.346	25:1
32.466	24.149	25:1.75
32.578	30.079	25:2
33.180	26.123	25:3
33.705	18.769	26:1
34.047	18.882	26:1.75
34.161	25.088	26:2
35.073	16.340	27:1
35.411	15.149	27:1.75
35.524	17.276	27:2
35.996	22.997	27:3
36.581	21.814	28:1
36.942	7.897	28:1.75
37.062	13.571	28:2
37.905	20.568	29:1
38.164	20.052	29:1.75
38.250	21.407	29:2
38.812	17.196	29:3
39.270	18.215	30:1
39.546	23.865	30:1.75
39.639	26.243	30:2
40.073	22.086	30:3
40.529	19.288	31:1
40.806	22.220	31:1.75
40.899	25.594	31:2
41.378	26.284	31:3
41.934	20.682	32:1
42.177	22.299	32:1.5
42.419	26.330	32:2
43.816	14.860	33:1
44.092	7.927	33:2
44.327	7.452	33:3
44.581	15.864	34:1
44.841	10.878	34:2
45.098	6.318	34:3
45.342	6.923	35:1
45.591	19.170	35:2
45.861	11.300	35:3
46.127	16.990	36:1
46.397	10.986	36:2
46.629	7.526	36:3
46.845	22.610	37:1
47.083	11.458	37:2
47.184	6.049	37:2.5
47.285	17.776	37:3
47.411	15.573	37:3.5
47.537	15.022	38:1
47.632	11.352	38:1.5
47.728	9.559	38:2
47.843	7.803	38:2.5
47.958	20.034	38:3
48.236	17.702	39:1
48.339	7.808	39:1.5
48.443	9.785	39:2
48.547	7.257	39:2.5
48.652	14.562	39:3
48.773	9.683	39:3.5
48.894	17.032	40:1
49.000	14.107	40:1.5
49.106	12.028	40:2
49.236	15.230	40:2.5
49.365	15.971	40:3
49.570	21.284	41:1
49.805	12.538	41:2
49.906	7.532	41:2.5
50.007	15.679	41:3
50.124	9.822	41:3.5
50.241	15.096	42:1
50.350	6.378	42:1.5
50.459	9.093	42:2
50.565	3.637	42:2.5
50.672	13.571	42:3
50.948	10.027	43:1
51.067	0.013	43:1.5
51.186	3.093	43:2
51.297	-9.699	43:2.5
51.408	2.962	43:3
51.542	0.548	43:3.5
51.675	9.989	44:1
51.837	0.215	44:1.5
52.000	4.708	44:2
52.207	1.675	44:2.5
52.415	13.495	44:3
52.949	22.667	45:1
53.326	22.720	45:1.75
53.451	27.176	45:2
53.975	28.689	45:3
54.413	26.347	46:1
54.727	24.852	46:1.75
54.832	32.204	46:2
55.707	22.053	47:1
56.041	23.198	47:1.75
56.153	24.620	47:2
56.599	28.929	47:3
57.066	31.180	48:1
57.373	19.126	48:1.75
57.475	23.895	48:2
58.334	26.691	49:1
58.662	26.582	49:1.75
58.771	27.927	49:2
59.207	23.570	49:3
59.668	22.534	50:1
59.978	27.029	50:1.75
60.081	29.394	50:2
60.509	22.690	50:3
60.960	19.522	51:1
61.261	21.421	51:1.75
61.362	24.384	51:2
61.775	24.324	51:3
62.007	18.236	51:3.5
62.239	20.786	52:1
62.529	19.107	52:1.75
62.626	19.024	52:2
63.692	23.920	53:1
64.027	22.515	53:1.75
64.138	23.772	53:2
64.547	21.440	53:3
65.022	13.760	54:1
65.346	16.653	54:1.75
65.454	22.280	54:2
66.306	10.751	55:1
66.624	12.389	55:1.75
66.730	14.204	55:2
67.185	19.010	55:3
67.660	21.334	56:1
68.046	9.179	56:1.75
68.174	15.545	56:2
68.948	13.848	57:1
69.291	18.698	57:1.75
69.405	15.413	57:2
69.866	11.543	57:3
70.290	16.834	58:1
70.600	18.819	58:1.75
70.703	21.656	58:2
71.158	15.547	58:3
71.642	18.996	59:1
71.956	20.804	59:1.75
72.061	23.050	59:2
72.634	23.542	59:3
73.313	20.113	60:1
73.564	23.503	60:1.5
73.815	28.513	60:2
