###performance-id:	pid9190-11
###title:		Mazurka in F major, Op. 68, No. 3
###trials:		1
###date: 		2007/12/13/
###reverse-conductor:	Craig Stuart Sapp
###performer: 		Dubravka Tomsic
###performance-date:	1995
###label:		Classical Collection CC C 068
###label-title:		The Classical Collection: Chopin: Romantic Masterpieces
###offset:		0
###COM: Chopin, Frederic
###CDT: 1810///-1849///
###OTL: Mazurka in F Major, Op. 68, No. 3
###OPS: Op. 68
###ONM: No. 3
###OMD: Allegro ma non troppo
###ODT: ~1830///
###PDT: 1855///
###PPP: Berlin
###AIN: piano
###PARAM_k:		20
###PARAM_window:	Han
###PARAM_freqcor:	0.00000
###PARAM_lpforder:	300
###PARAM_lpfcutoff:	0.00100
###PARAM_processdate:	2008/03/08/
0.781	28.633	1:1
1.090	31.206	1:1.75
1.193	32.565	1:2
1.594	30.576	1:3
1.989	15.794	2:1
2.302	18.646	2:1.75
2.406	24.091	2:2
3.227	23.469	3:1
3.468	24.065	3:1.75
3.549	24.894	3:2
4.007	27.893	3:3
4.394	27.424	4:1
4.708	18.166	4:1.75
4.813	21.058	4:2
5.648	19.980	5:1
5.892	20.308	5:1.75
5.973	22.823	5:2
6.425	22.846	5:3
6.811	22.725	6:1
7.027	21.595	6:1.75
7.099	20.661	6:2
7.574	24.221	6:3
7.937	20.700	7:1
8.226	16.821	7:1.75
8.323	17.658	7:2
8.713	16.500	7:3
8.878	14.710	7:3.5
9.044	16.301	8:1
9.505	13.352	8:1.75
9.658	12.335	8:2
10.671	22.422	9:1
10.985	22.246	9:1.75
11.089	23.370	9:2
11.481	22.406	9:3
11.764	9.907	10:1
12.164	13.577	10:1.75
12.298	19.621	10:2
13.214	19.692	11:1
13.505	20.919	11:1.75
13.602	22.141	11:2
14.001	23.910	11:3
14.408	22.004	12:1
14.727	12.578	12:1.75
14.833	16.243	12:2
15.696	13.761	13:1
15.993	14.873	13:1.75
16.092	16.467	13:2
16.499	19.154	13:3
16.874	17.533	14:1
17.105	15.189	14:1.75
17.182	16.867	14:2
17.666	19.952	14:3
18.046	17.935	15:1
18.349	15.513	15:1.75
18.450	16.825	15:2
18.869	13.267	15:3
19.374	11.191	16:1
19.751	3.478	16:1.5
20.129	9.242	16:2
21.251	28.714	17:1
21.509	26.762	17:1.75
21.594	26.619	17:2
22.058	26.512	17:3
22.420	19.584	18:1
22.725	21.847	18:1.75
22.826	21.788	18:2
23.192	20.423	18:3
23.639	25.842	19:1
23.906	22.120	19:1.75
23.995	24.167	19:2
24.468	25.292	19:3
24.833	20.117	20:1
25.160	25.749	20:1.75
25.269	27.469	20:2
26.394	18.697	21:1
26.715	17.669	21:1.75
26.822	19.985	21:2
27.230	21.185	21:3
27.611	11.162	22:1
27.933	18.237	22:1.75
28.040	17.227	22:2
28.419	16.962	22:3
28.862	19.203	23:1
29.141	20.534	23:1.75
29.234	23.526	23:2
29.698	20.320	23:3
30.110	12.351	24:1
30.581	10.164	24:1.75
30.738	14.745	24:2
31.995	27.273	25:1
32.305	25.589	25:1.75
32.408	29.120	25:2
32.829	26.866	25:3
33.236	14.109	26:1
33.581	16.499	26:1.75
33.696	22.987	26:2
34.623	20.580	27:1
34.933	18.460	27:1.75
35.037	20.313	27:2
35.427	24.350	27:3
35.831	23.791	28:1
36.159	12.281	28:1.75
36.268	16.407	28:2
37.148	17.023	29:1
37.389	15.520	29:1.75
37.469	16.804	29:2
37.928	22.087	29:3
38.329	20.933	30:1
38.554	17.984	30:1.75
38.629	17.673	30:2
39.127	23.682	30:3
39.510	20.829	31:1
39.752	16.702	31:1.75
39.832	17.960	31:2
40.359	12.638	31:3
40.860	11.546	32:1
41.238	4.961	32:1.5
41.616	7.496	32:2
43.348	4.621	33:1
43.545	3.889	33:2
43.744	4.310	33:3
43.967	4.987	34:1
44.190	5.545	34:2
44.408	6.885	34:3
44.609	5.443	35:1
44.866	12.465	35:2
45.030	11.305	35:3
45.291	15.596	36:1
45.443	12.877	36:2
45.666	7.907	36:3
45.924	14.943	37:1
46.097	7.619	37:2
46.212	9.500	37:2.5
46.326	18.205	37:3
46.436	15.343	37:3.5
46.546	15.197	38:1
46.625	11.924	38:1.5
46.704	14.451	38:2
46.820	15.909	38:2.5
46.936	23.092	38:3
47.201	17.112	39:1
47.271	10.774	39:1.5
47.342	14.678	39:2
47.471	13.972	39:2.5
47.599	17.954	39:3
47.701	15.008	39:3.5
47.802	16.894	40:1
